reseñas,IA,longitud
"Me ha sorprendido para bien, no tiene ningún desperfecto físico, la bateria dura bastante y no ha dado ningun problema.",0,119
"Era para regalo. Cumple lo que promete. Es reacondicionado y está en muy buenas condiciones: tanto técnica como estéticamente.Respecto al producto en sí, es un iPhone SE de segunda generación. No voy a describir las características concretas del aparato, pero si quieres tener un iPhone actual, que te permita disfrutar de todas las prestaciones que ofrece Apple e iOs, creo que es la opción más recomendable para empezar con iPhone. La única pega que le veo a este teléfono es la batería, que si le das caña, te llega muy justo a la noche.Recomendable.",0,553
"Compre este iPhone rehacondicionado en octubre y en enero se hicho la batería, previamente me puse en contacto con el vendedor me digeron que todas las baterías se cambiaban antes de entregar los móviles, pero en este caso no fue así, porque para no estar sin teléfono le cambié la batería por mi cuenta y na digeron que la batería era lo original. Total que al final me tuve que gastar 50€ en cambiar la bateria",0,412
"El producto llego en optimas condiciones. Si bien llego tan solo con cable de carga e instrucciones, el teléfono está impecable y funciona muy bien hasta ahora.Muy Recomendable!",0,177
"Como nuevo, un 87% de batería utilizada. Más un cable de cargar. Recomendable",0,77
No me gusta el sistema apple. Es muy complicado para mí que solo he usado android y ya soy muy mayor. para cambiar los esquemas.El vendedor esmuy bueno genial.,0,159
"Estoy emocionado/a! ¡Batería al 95% de capacidad, el teléfono parece nuevo! Acabo de configurarlo, todo funciona. Por el precio, totalmente recomendable.",0,153
"Me ha gustado el ordenador por su agilidad y rapidez. Me ha gustado la rapidez en el envío (Pero no es el mensajero, Correos Express, tarde y mal, como siempre siempre). El aspecto externo es excelente, aunque en el teclado (español) Se nota que está usado, Pero no tengo ninguna queja, es lo que compré y funciona perfectamente. Volvería a comprarlo a esta misma empresa.",0,372
"Es un ordenador muy completo, mucha memoria Ram y también un disco duro con mucha capacidad. Es muy rápido. Es un ordenador reacondicionado y funcionando muy bien.",0,163
"El ordenador parece nuevo y funciona perfectamente, pedido llego muy rápido",0,75
"hasta el momento el producto cumple con todo lo especificado por el vendedor, me ha gustado mucho. Es un equipo muy rápido y solo tiene un par de rayones pequeños",0,162
"Todo funciona correctamente, estado batería bueno, buena relación calidad precio",0,80
mea gustado todo en general es mui bonito y versatil y rrapido,0,62
"Compré este iPhone sin mucha expectativa o pensando que me duraría 4 días y ha sido todo lo contrario.El teléfono está impecable, batería al 100%, funcionamiento espectacular en todos los sentidos…Muchas gracias, seguro que repetiré.",0,233
"Para ser reacondicionado funciona a la perfección.Y se envío sin un solo arañazo,ni marca.",0,90
"El envío del producto ha sido excelente, como siempre con Amazon.Aparentemente buena calidad del Iphone, sin ralladas ni golpes, pero una vez puesto en marcha, en la primera semana de uso, la pantalla deja de funcionar el sistema táctil, y no es posible utilizarlo..Hemos procedido a la devolución y reembolso, que Amazon como siempre nos ha facilitado el proceso.La puntuación es sobre el producto, pues el servicio, oferta, respuesta y garantía de Amazon son excelentes.",0,472
"El iphone esta bien, sin marcas aparentes, no lo han abierto según los test, pero el problema con estos articulos reacondicionados es la batería. La salud de la batería esta al 85%, por lo que en breve pide un cambio. No se si me lo quedare o no.",0,246
Recibido en perfectas condiciones y funcionamiento  correcto,0,60
"El teléfono esta EXCELENTE como se calificaba, batería al 92% de salud, rasguños casi imperceptibles, caja como de regalo y cable nuevo ... eso si, un pelín sucio, por lo demás muy contentos.Ah ! ... 100 € mas barato que el mismo en Carrefour.",0,243
"Me gustó lo cómodo de manejar, pero no me gustó que falle tan a menudo.",0,71
"Los dispositivos renovados a menudo se sienten como jugar a la lotería. Nunca se sabe si se va a obtener algo bueno. Aquí me llevé una sorpresa positiva. El dispositivo (iPhone XR) está impecable y la batería tiene una salud del 89%. Se restableció correctamente y funciona perfectamente. La única desventaja está en los accesorios, que son de calidad inferior de terceros. Por lo tanto, simplemente hay que comprar un cargador original y un cable Lightning. La relación calidad-precio es imbatible.",0,499
"El teléfono llegó puntual y sin problemas. Funciona como debería y está en perfectas condiciones, así que no se ha hecho nada mal.",0,130
"El teléfono funcionó muy bien durante 5 meses y cuando tuve problemas, me reembolsaron automáticamente y pude comprar uno nuevo. ¡Servicio postventa excelente!",0,159
"En general no tuve ningún problema con el móvil, me llevo perfecto sin ningún detalle y la batería venía con 95% de vida, una excelente compra por el precio.",0,157
El producto vino en un óptimo estado. Funciona perfectamente. Me encanta.Esto más que satisfecha con esta compra.Ha demás la he comprado con financiación y ha sido estupendo. Si. ComplicacionesLa entrega fue extraordinaria.Muchooo antes de lo que esperabas.,0,257
Ha llegado mucho antes de lo que decía el seguimiento. La caja no es la original y viene con un cable y su adaptador de 5W así que hay que comprarle porque el modelo requiere de 20W.  Viene con la batería al 94% y el aspecto físico no tiene ni un rasguño. Para ser reacondicionado viene en un estado impecable que no me esperaba así que súper contenta,0,351
"El estado es impoluto sin ningún tipo de defecto o arañazo y con la salud de la batería al 86% no sé si durará correctamente tengo que probarlo a fondo. El único pero es que venía muy sucio, con los altavoces y conector que apenas se veían de lo que tenía acumulado, además de en las cámaras delanteras que tuve que limpiarlas con alcohol y agujas.Y la cámara frontal (selfie) viene con polvo dentro lo que ha ido en aumento, y es algo que no entiendo porque está en estado espectacular pero que venga tan sucio deja mucho que desear",0,533
"Respecto al modelo, es por todos conocido y hay muchas reseñas en internet. Me voy a centrar en mi experiencia de compra.Vengo de un iphone12 , en el cual echaba en falta más autonomía de batería, por lo que opté por el 13 pro max.Lo compré de 2ºmano, con cierto temor de recibir algo chungo.Si no llega a ser por la caja, que no es original y el cable, que tampoco, el teléfono habría pasado por nuevo.Sin marcas en la superficie y con la batería al 100% de vida, originario de Polonia y hasta el momento, sin nada que me haga arrepentirme de esta decisión.No lo regalan, pero cierto es que te ahorras una pasta respecto a comprarlo nuevo.Compra recomendable.",0,660
"Tras 3 semanas de uso, me ha sorprendido gratamente el estado de este iPhone reacondicionado. Por ahora no me ha dado ningún problema.Externamente tiene unos pequeños arañazos pero con la funda no se aprecian. La vida de la batería está al 100%. Y en el historial de reparaciones solo me aparece una pantalla original de apple cambiada en septiembre de 2023.Es la primera vez que compro un producto de esta clase reacondicionado y he de decir que no va a ser la última.",0,469
"Excelente, la batería llega al 100% y me dura todo el día, por la noche lo pongo a cargar y aún está al 30%.",0,108
"Teléfono igual que nuevo, batería al 100%, impecable incluso si se busca un detalle, una pequeña marca, nada de nada. Perfecto. Amazon como siempre número 1. Siempre elegiré a este vendedor para mis futuras compras. Muy recomendado. ⭐️⭐️⭐️⭐️⭐️",0,243
"Excelente producto, la batería al 100% parece nueva.",0,52
"iPhone 13 Pro Max, entrega rápida, lo recibí en 48 horas. El celular no tiene ningún arañazo. Estéticamente se encuentra como nuevo... la capacidad de la batería es del 87%, pero no afecta a la duración considerando que el teléfono se utiliza todo el día para compromisos laborales. Esta es mi primera experiencia con un reacondicionado, pero creo que en el futuro seguiré comprándolos porque he ahorrado manteniendo la calidad del producto elegido.",0,449
En perfectas condiciones y buena condición de bateria,0,53
La verdad que el mejor móvil reacondicionado que he comprado en Amazon. Ni un rasguño y al 100% de salud de batería espectacular el mejor vendedor,0,146
"Bateria 100%, ni un rasguño, pantalla perfecta, chasis perfecto…impecable…un 10/10.Sin duda de confianza!!",0,106
"El móvil llegó sin ningún rasguño y bien empaquetado. Pero el cargador que recibimos a la semana dejó de funcionar. Nos pusimos en contacto con el vendedor y no me dieron ninguna solución. Tuve que comprar otro cargador por mi cuenta.La batería de móvil vino con un 92% , y la batería dura muy poco.No estoy nada contenta con el móvil y el trato obtenido por ellos fue muy malo, no recomiendo comprar estos móviles, por un poco más te lo compras nuevo y tienes la garantía oficial de Apple.",0,490
"Lo he comprado en calidad excelente por 482€. El porcentaje de batería es 100%, tal y como se ve en la foto. No tiene ni un solo rasguño. De momento todo perfecto, veremos cómo va funcionando.",0,192
"¡Gran! Aquí tienes una reseña para un ""Apple iPhone 13, 128 GB, Negro (Refurbished)"" enfocada en el excelente servicio al cliente:

Título: ¡Servicio estelar y teléfono fantástico!
Calificación: 5 de 5 estrellas

¡Recientemente compré un iPhone 13 negro de 128 GB refurbished y estoy más que satisfecho! Desde el principio, el servicio al cliente fue excepcional. No solo fueron receptivos, sino también extremadamente serviciales, respondiendo todas mis consultas con paciencia y claridad.

El teléfono llegó antes de lo esperado y en condiciones inmaculadas. ¡Era difícil de creer que fuera refurbished! Funciona impecablemente y hasta ahora no he tenido ningún problema. La vida de la batería es fuerte y la calidad de la cámara es tan buena como nueva.

Lo que realmente destacó fue el soporte post-venta. El equipo hizo un seguimiento para asegurarse de que estuviera completamente satisfecho e incluso proporcionaron algunos consejos útiles para aprovechar al máximo mi iPhone.

¡Recomiendo encarecidamente este producto no solo por la calidad del teléfono, sino por el servicio de primera clase que lo acompaña!",0,1118
