reseñas_humanas,nombre_producto,categoria_producto,longitud,idioma_original,idioma,IA,tipo
"El producto me llegó un día antes de lo previsto, en una caja de cartón bien conservado, con un cable y un clip para sacar la tarjeta SIM.Me llegó sin batería. El movil de aspecto está excelente, ningún rasguño, en perfecto estado. El problema es la batería. Me llegó con un 89% y estoy probando el móvil esta semana y no me dura mucho, y mira que lo estoy utilizando menos, casi me dura un día entero utilizándolo poco, siento que se descarga la batería muy rápido, es el único “PERO”, aunque por el precio y al ser reacondicionado es a lo que te expones, este móvil original podría llegar a los 900.Otro defecto que he encontrado es que en la parte inferior del movil, hay 5 agujeros a un alado y 3 al otro, pues por los otros tres no escucho nada, no sale sonido. Aún así es un problema menor porque se escucha de maravilla , aunque me molesta habiendo pagado por Excelente, no lo cambiaré porque saldría perdiendo, por tiempo y por dinero , y si me envían otro , igual me llega con otro desperfecto menor.La cámara espectacular y el modelo precioso.Volvería a comprar reacondicionado pero quizás con una batería nueva. Espero que haya servido de ayuda este comentario.","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,1172,es,es,0,grande
"El teléfono esta perfecto, llegó sin un solo rasguño, la batería excelente, todo genial, excepto por que al tiempo de probar el teléfono, al no ser de región EU, casi nunca tengo cobertura y el vendedor al contactar con él solo me dijo que al haber pasado el mes de prueba no podía devolverlo y que eso no tiene problema a la hora de llamadas y cobertura por que está “comprobado”","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,380,es,es,0,grande
"El movil está en muy buenas condiciones, en ajustes sale registrado como que se le ha cambiado la camara por una original de Apple, y la única pega es que viene con un 85% de batería, esperemos que aguante bien.","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,211,es,es,0,mediana
"Tenia un iPhone 12, ya que siempre me decanté por los modelos normales por el tamaño, peso, además que no uso mucho la cámara. Aunque esta vez decidí optar por este iPhone 13 Pro, definitivamente es un acierto, la tasa de refresco es una delicia, lo que más me sorprendió fue la batería, que si bien esta al 87% soporta un día completo. En el apartador estético llegó impoluto(a excepción por dos pequeñas marcas visibles en los laterales). iré actualizando el comentario.A más de una semana, me percaté que el teléfono era versión americana, curiosamente lo compré en un vendedor español, aunque el teléfono va de maravilla, los vídeos son excelentes y todo lo demás está perfecto, felicidades al vendedor","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,706,es,es,0,grande
"He de decir que no estaba al 100% convencida de comprar un movil reacondicionado, me daba miedo a tener una mala experiencia.Pero la verdad que ha sido una muy buena decision, el telefono venia impecablemente limpio, y viendolo de muy cerca a penas consigo ver unos pequeños arañazos en la parte de arriba, realmente inapreciables.La bateria ha venido al 100%, lleva una pieza sustituida, y ha sido sustituida con una pieza original.Todo va perfecto.Intentando hacer una critica constructiva, solo dire que la presentacion del envoltorio no es la que te esperarias por un dispositivo como este, pero venia perfectamente protegido, con lo que no ha sido un problema.Lo que si querria comentar al vendedor, es que el envio tardo mas de una semana en llegar (mas de lo esperado)  y no dan el tracking number, creo que seria de ayuda para tranquilizar al comprador, compartir el tracking number.De todas formas, es una compra muy muy recomendable!!","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,944,es,es,0,grande
"El estado era excelente, pero la batería se encontraba al 88%. Y el embalaje podía ser algo mejor…","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,98,es,es,0,pequeña
"Teléfono perfecto, sin rayones y con la batería al 90%. ¡Mejor imposible!","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,63,it,es,0,pequeña
El producto llegó antes de lo esperado y está en excelentes condiciones. La batería está al 100% y no tiene ningún arañazo. Excelente vendedor. Recomiendo adquirir la calidad excelente.,"        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,204,it,es,0,mediana
"Preso en buen estado, presenta pequeños arañazos en las esquinas inferiores y en el borde, pero me lo esperaba. La batería está al 88%, por lo que es excelente. Todo funciona perfectamente.","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,157,it,es,0,mediana
"He ordenado el teléfono en excelentes condiciones y debo decir que realmente llegó como nuevo, no tiene ni un solo arañazo y sobre todo el estado de la batería está al 100% y es original de Apple. Además, junto con el teléfono me han proporcionado de regalo un cargador de 20W. ¡Gracias!","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,295,it,es,0,grande
"Recientemente compré un iPhone 13 Pro reacondicionado y, en general, puedo decir que el producto es excelente. Estéticamente era perfecto, sin rayones ni marcas visibles, y la batería estaba al 100%, lo cual es una gran ventaja para un dispositivo reacondicionado. Sin embargo, encontré algunos problemas funcionales significativos. El teléfono tiene frecuentes cierres inesperados, lo cual puede resultar bastante frustrante durante el uso diario. Además, el micrófono parece tener un problema: aun cuando mantengo el teléfono quieto, la persona al otro lado me escucha como si estuviera constantemente rozando el micrófono. Esto hace que las llamadas sean muy difíciles de manejar y puede causar malentendidos. Si estos problemas empeoran, podría considerar seriamente la opción de devolverlo. A pesar de que el iPhone 13 Pro es un excelente producto en sí mismo, estos defectos funcionales afectan negativamente la experiencia general.","        Apple iPhone 13 Pro, 128GB, Azul Alpino - (Reacondicionado)       ",Amazon Renewed,907,it,es,0,grande
"Aparentemente el teléfono estaba bien pero tardó una hora y media en sincronizarse con otro iPhone. Se apagaba cada dos por tres, no reconocía los datos y ponía en pantalla que no había datos y que cambiara de mobil. increible! En Amazon nos ponía entrega el 28 de febrero y al hacer el pago nos puso 29 de febrero. Contacté con la empresa a la que se le compró por mail porque no contestaban al teléfono y nunca contestaron al mail. Fatal.","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,440,es,es,0,grande
"El móvil está impecable, precioso. Lo q no me ha gustado es q tiene 85% y la pantalla no es original, o eso es lo q dice la notificación. La batería dura, aún es el primer día, veamos cómo sigue","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,194,es,es,0,mediana
"Llegó antes de lo previsto, y en apariencia, practicamente como nuevo. De momento funciona todo perfecto. Bateria al 88%","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,120,es,es,0,pequeña
Aspecto como nuevo y funciona bien.Buena compra.,"        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,48,es,es,0,pequeña
"Móvil en perfecto funcionamiento, salvo que venía con muchos arañazos y lo compramos con garantía de en perfectas condiciones","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,125,es,es,0,pequeña
"Parece que está en buen estado, pero finalmente no me ha convencido y he decidido devolverlo y comprar uno nuevo.","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,113,es,es,0,pequeña
"En la descripción pone que estaba en muy buenas condiciones, y es verdad. Sacando que tenia unas marcas de uso en la tapa trasera, el resto está en perfectas condiciones. De momento muy contento con la compra. Casi 1 mes de uso.En principio ni la pantalla ni la batería fueron cambiadas, son las originales y están en perfectas condiciones.No uso el reconocimiento facial, no puedo opinar","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,388,es,es,0,grande
"iPhone reacondicionado en excelente estado de funcionamiento, pantalla sin rayones como nueva, batería al 100%, solo ligeras marcas en la carcasa roja pero no es muy importante ya que utilizo una carcasa para protegerlo. Se incluye cargador y una carcasa transparente, además de un protector de pantalla. Recomiendo su compra.","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,311,fr,es,0,grande
"Me encanta este producto, estado perfecto. ¡Hay que ver a la larga porque lo acabo de recibir hoy!","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,68,fr,es,0,pequeña
Muy bien. Limpio y bien empaquetado. Muy bueno para ser reacondicionado.,"        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,64,fr,es,0,pequeña
"Hola Gérard, entiendo que has tenido un problema con la batería de un iPhone 11 comprado en abril de 2023 para tu hija y que ha surgido el mensaje de ""batería desconocida"" en agosto de 2023, es decir, 4 meses después. Has mencionado que cuenta con 1 año de garantía de ""Amazon renewed"", espero que no haya muchos problemas para repararlo con esta garantía, ya que de lo contrario será la primera y última vez que compre un producto reacondicionado aquí. Mantendré seguimiento sobre este asunto. Saludos cordiales.","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,435,fr,es,0,grande
"Ese, por otro lado, se reacondiciona con productos de Apple, gracias.","        Apple iPhone 11, 128GB, Rojo (Reacondicionado)       ",Amazon Renewed,58,fr,es,0,pequeña
"Esta muy bien de todo, tanto de presencia como funcionamiento y a un precio muy razonable.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,90,es,es,0,pequeña
A ver es un ordenador básico para utilizar en casa bajar películas mandar correos y bueno lo normal la verdad que por ese precio no se puede pedir más con un Windows y con un disco duro SD SSD que más se puede pedir,"        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,215,es,es,0,mediana
"Me gusta el funcionamiento, cumple con mi espectativa. Y un año de garantía. El uso es de casa, no tengo edad para Los juegos. Un uso normal sin exigencias pero lo que importa, el trato y calidad precio, muy satisfecho.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,219,es,es,0,mediana
"Esta como nuevo. Montar, actualizar y a funcionar. Muy contento con el, rapido y silencioso y ocupa poco espacio puesto de pie, por ponerle un par de pegas es que venia con polvo concentrado en las rejillas delanteras, las quite con un pincel y solucionado. Y otra pega es que segun Windows el i5 6500 no es compatible con su actualización a windows 11. Como esta en garantía y el uso va a ser doméstico no lo voy a intentar pero se puede hacer una instalación limpia con windows 11 descargado de su web.De momento muy contento con el pero eso solo el tiempo lo dira.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,567,es,es,0,grande
"El ordenador funciona de lujo y es una verdadera pasada, pero lo han pintado en spray y no han tapado bien las pegatinas para dejarlas limpias… ademas el precinto de garantía se veía manipulado y se podia abrir sin problema… pero bueno! Lo importante es que el ordenador va muy bien!","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,283,es,es,0,mediana
Para trabajos de ofimática va perfectamente. La SSD de 256G y los 16gb de RAM hacen que la velocidad sea óptimaProducto recomendable,"        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,132,es,es,0,mediana
"Cumple sobradamente las expectativas que me hice de este ordenador. Va sobrado para lo que necesitaba, que era la edición y navegar en internet.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,144,es,es,0,mediana
"La computadora hace lo que debería. La condición es muy buena para ser usada. El ventilador es excepcionalmente silencioso, lo cual también fue un criterio de compra. Desinstalé Windows y instalé Ubuntu Server. Funciona perfectamente.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,229,de,es,0,mediana
"El ordenador llegó defectuoso. Lo solucioné personalmente ya que no tenía ganas de activar el proceso de devolución. Después de eso, cumplió mis expectativas.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD 240GB, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,158,it,es,0,mediana
